Kredit riski,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Kredit portfelinin keyfiyyəti,,,,,,,,,,,,,,min manatla,
Kredit portfelinin sektorlar üzrə bölgüsü,Cəmi,Əsas məbləğ üzrə borc,,,,,,,,,,,,,
,,Cari,Vaxtı keçmiş günlər,,,,,,,,,,,,
,,,1-30 gün,31-60 gün,61-90 gün,91-120 gün,121-150 gün,151-180 gün,181-210 gün,211-240 gün,241-270 gün,"271-300gün","301-330gün","331-365(366) gün","1 il vəartıq"
"Kredit portfeli, o cümlədən","5,114,906","4,710,428","305,147","28,327","14,139","9,140","6,383","6,567","8,548","4,590","4,115","1,648","2,143","1,742","11,990"
-Biznes,"1,689,217","1,592,836","7 3,777","4 ,257","1 ,796","1,090",4 61,7 01,"3,784",297,"1,289",106,428,134,"8,260"
-İstehlak,"2,815,683","2,546,443","1 95,993","2 2,275","1 1,648","7,897","5 ,852","5 ,375","4,764","4,293","2,825","1,542","1,715","1,609","3,452"
-Daşınmaz əmlak,"610,006","5 71,149","3 5,377","1 ,795",694,1 54,70,4 90,-,-,-,-,-,-,278
-Digər kreditlər,-,,,,,,,,,,,,,,
