Likvidlik riski,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,min manatla
,Ödəniş müddətinin bitməsinə qalan günlər,Ani,1 - 7 gün,8-90 gün,3-6 ay,6 ay- 9 ay,9 ay-1 il,1-2 il,2-5 il,5 ildən çox,Ümumi
1,Aktivlər,1269229.26,490595.49000000005,495494.48,444053.39,696713.56,523666.95000000007,1561634.25,1199727,1047122.2675000001,7728236.647500001
1.1,Nağd pul və ekvivalentləri,875817.97,0,0,0,0,0,0,0,0,875817.97
1.2,Qiymətli kağızlar,0,9067.92,176038.47999999998,152665.03000000003,427921.65,243243.6,208748.30000000002,626852.48,219781.96,2064319.42
1.3,Müştərilərə verilmiş kreditlər (xalis),19727.56,30564.710000000003,231856.15999999997,257589.43,218591.91,237923.35000000003,1247996.05,572874.52,407883.2,3225006.89
1.4,Kredit təşkilarına və digər maliyyə institutlarına verilmiş kreditlər (xalis),0,0,16125,298.93,40000,8500,5614.9,0,0,70538.83
1.5,Əks REPO əməliyyatları üzrə,0,38198.64,9993.59,0,0,0,0,0,0,48192.229999999996
1.6,Qısamüddətli maliyyə alətləri,0,404284.14,0,0,0,0,0,0,0,404284.14
1.7,Törəmə maliyyə alətləri,0,0,0,17767,10200,0,59075,0,0,87042
1.8,Bankın depozitləri,13805.02,8480.08,61481.25,15733,0,34000,40200,0,0,173699.35
1.9,"“Nostro"" hesabları ",359878.70999999996,0,0,0,0,0,0,0,386777.86000000004,746656.5700000001
1.9.1,16. (çıx) Aktivlər üzrə mümkün zərərlərin ödənilməsi üçün məqsədli ehtiyatlar,0,0,0,0,0,0,0,0,420946.9925,
1.9.2,Digər maliyyə aktivlər,0,0,0,0,0,0,0,0,453626.24,453626.24
2,Öhdəliklər,5339071.2575,3603.9600000000023,391300.75999999995,160541.70999999996,93011.89000000004,134651.41000000003,219562.82000000004,163203.83999999997,316762.93999999994,6821710.5875
2.1,ARMB və dövlət təşkilatlarının banka qarşı tələbləri,0,0,0,0,0,0,0,1079.94,0,1079.94
2.2,Kredit təşkilatları və digər maliyyə institutlarından cəlb edilmiş vəsaitlər,0,0,55997.99,38700.5,527.2099999999999,37000,101323.89,4024.1,316762.93999999994,554336.63
2.3,Müştərilərin depozitləri:,5053413.2975,3603.9600000000023,335302.76999999996,121841.20999999996,92484.68000000004,97651.41000000003,118238.93000000004,90099.79999999999,0,5912636.0575
2.3.1,tələbli depozitlər,5052973.1075,0,0,0,0,0,0,0,0,5052973.1075
2.3.2,müddətli depozitlər,440.19,3603.9600000000023,335302.76999999996,121841.20999999996,92484.68000000004,97651.41000000003,118238.93000000004,90099.79999999999,0,859662.95
2.4,Subordinasiya öhdəlikləri,0,0,0,0,0,0,0,59500,0,59500
2.5,Borc qiymətli kağızları,0,0,0,0,0,0,0,0,0,0
2.6," “Loro"" hesabları",7220.499999999998,0,0,0,0,0,0,0,0,7220.499999999998
2.7,Digər maliyyə öhdəliklər,278437.45999999996,0,0,0,0,0,0,8500,0,286937.45999999996
2.8,Kapital,0,0,0,0,0,0,0,0,906526.0599999998,906526.0599999998
3,"Likvidlik ""qəpi""",-4069841.9975000005,486991.53,104193.72000000003,283511.68000000005,603701.67,389015.54000000004,1342071.43,1036523.16,730359.3275000001,906526.0600000005
