"Əməliyyat fəaliyyəti ilə əlaqədar generasiya/istifadə edilən xalis pul vəsaitləri 103039 -150168
4.00
5.00 İnvestisiya fəaliyyəti ilə əlaqədar pul vəsaitlərinin hərəkəti"
5.10 Əmlak və avadanlıqların alınması və avans ödənişləri -4753 -5017
