,A.    Aktivlər,,,,,,,,,,,,,,,,,,,,,,Ödəniş müddətinin başlanmasına qalmış günlər (illər),,,,,,,,,,,,,,,,,,,,
,,ani,,1-7,,,8-14,,,15-30,,31-60,,61-90,,91-120,,121-150,,151-180,,181-210,,211-240,,241-270,,271-300,,301-330,,331-365 (366),,1-2 il,,2-3 il,,3-5 il,,5 ildən artıq,,Cəmi,
,,,XV (manat,,XV (manat,,,XV (manat,,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,"o cümlədən,"
,,Cəmi,ekv.),Cəmi,ekv.),,Cəmi,ekv.),,Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,XV ilə (manat
,assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ekv.)
,,tot-ins,FXAZNEqui-,tot-1-7,FXAZNEqui-1-,,tot-8-14,FXAZNEqui-8-,,tot-15-30,FXAZNEqui-15-,tot-31-60,FXAZNEqui-31-,tot-61-90,FXAZNEqui-61-,tot-91-120,FXAZNEqui-91-,tot-121-150,FXAZNEqui-,tot-151-180,FXAZNEqui-,tot-181-210,FXAZNEqui-,tot-211-240,FXAZNEqui-,tot-241-270,FXAZNEqui-,tot-271-300,FXAZNEqui-,tot-301-300,FXAZNEqui,tot-331-365,FXAZNEqui-,tot-1-2,FXAZNEqui-1-,Tot-2-3,FXAZNEqui-2-,tot-3-5,FXAZNEqui-3-,tot>5,FXAZNEqui>5,tot-tot,FXAZNEqui-
,,,ins,,7,,,14,,,30,,60,,90,,120,,121-150,,151-180,,181-210,,211-240,,241-270,,271-300,,301-330,,331-365,,2,,3,,5,,,,tot
,B. Öhdəliklər və kapital,ani,,1-7,,,8-14,,,15-30,,31-60,,61-90,,91-120,,121-150,,151-180,,181-210,,211-240,,241-270,,271-300,,301-330,,331-365 (366),,1-2 il,,2-3 il,,3-5 il,,5 ildən artıq,,Cəmi,
,,,XV (manat,,XV (manat,,,XV (manat,,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,XV (manat,,"o cümlədən,"
,,Cəmi,ekv.),Cəmi,ekv.),,Cəmi,ekv.),,Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,ekv.),Cəmi,XV ilə (manat
,liaAndCap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ekv.)
,,tot-insLia,FXAZNEqui-,tot-0.25,FXAZNEqui-,,tot-0.5,FXAZNEqui-,,tot-1,FXAZNEqui-1,tot-2,FXAZNEqui-2,tot-3,FXAZNEqui-3,tot-4,FXAZNEqui-4,tot-5,FXAZNEqui-5,tot-6,FXAZNEqui-6,tot-7,FXAZNEqui-7,tot-8,FXAZNEqui-8,tot-9,FXAZNEqui-9,tot-10,FXAZNEqui-10,tot-11,FXAZNEqui-11,tot-12,FXAZNEqui-12,tot-24,FXAZNEqui-24,tot-36,FXAZNEqui-36,tot-60,FXAZNEqui-60,tot>60,FXAZNEqui>6,tot-totLia,FXAZNEqui-
,,,insLia,,0.25,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,totLia
depExclBankAndMiscFinInstTot,1. Depozitlər (banklar və digər maliyyə müəssisələri istisna,"2,943,792.85","765,345.17",0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,"21,699.48","4,995.07","26,752.98","5,002.37","85,967.18","74,594.16","18,151.09","5,285.73","19,449.19","2,906.28","19,336.05","2,988.91","67,243.93","45,422.60","35,620.55","10,019.31","34,549.32","19,978.08","22,346.34","7,909.60","273,682.88","208,314.71","46,667.99","13,341.66","10,544.57","3,246.44",0.00,0.00,"3,625,804.40","1,169,350.09"
,"olmaqla), cəmi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reqDepofIndv,a) fiziki şəxslərin tələbli depozitlər,"738,248.76","167,851.59",0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"738,248.76","167,851.59"
,b) hüquqi şəxslərin tələbli depozitləri (bütün cari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reDepOfLegEnt,(qeyri-bank maliyyə institutlarının cari hesabları da,"2,205,544.09","597,493.58",0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,205,544.09","597,493.58"
,daxil olmaqla) və çek hesabları  daxil olmaqla),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dueTermDepOfIndv,c) qaytarılma vaxtı bitməmiş fiziki şəxslərin,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,"21,699.48","4,995.07","26,752.98","5,002.37","14,057.18","2,684.16","15,993.99","4,328.63","19,449.19","2,906.28","19,336.05","2,988.91","19,728.76","2,907.43","35,560.55","10,019.31","34,199.32","19,978.08","22,346.34","7,909.60","111,781.98","46,413.81","43,490.05","10,214.67","8,667.96","1,369.83",0.00,0.00,"393,063.83","121,718.15"
,müddətli depozitlər,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dueTermDepOfLegEnt,d) qaytarılma vaxtı bitməmiş hüquqi şəxslərin,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"71,910.00","71,910.00","2,157.10",957.10,0.00,0.00,0.00,0.00,"47,515.17","42,515.17",60.00,0.00,350.00,0.00,0.00,0.00,"161,900.90","161,900.90","3,177.94","3,126.99","1,876.61","1,876.61",0.00,0.00,"288,947.72","282,286.77"
,müddətli depozitlər,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expTermDepOfInd,e) qaytarılma müddəti bitmiş fiziki şəxslərin,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,müddətli depozitlər,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expTermDepOfLegEnt,f) qaytarılma müddəti bitmiş hüquqi şəxslərin,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,müddətli depozitlər,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBLoan,2. AMB-nın kreditləri,,0.00,,,0.00,,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,"2,159.87",0.00,,0.00,"2,159.87",XXX
accLoro,"3. “Loro"" hesabları (bankların müxbir hesabları)","5,359.44","5,359.44",0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,359.44","5,359.44"
resBank,a) Rezident bankların,"5,136.09","5,136.09",0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,136.09","5,136.09"
non-resBank,b) Qeyri-rezident bankların,223.35,223.35,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,223.35,223.35
repoOper,4. REPO əməliyyatları üzrə,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
interBankShTermFinIns,5. Banklararası bazarın qazanılmış qısamüddətli maliyyə,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,alətləri (7-ci gün də daxil olmaqla 7 günədək  olanlar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
depOfBankAndMiscFinIns,6. Bankların və digər maliyyə institutların depozitləri,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"19,157.10","17,000.00","10,001.10","10,001.10","32,101.10","32,101.10","36,550.00","25,500.00","20,000.50","20,000.50","8,500.00","8,500.00",0.00,0.00,0.00,0.00,0.00,0.00,"44,997.51","43,828.80","5,149.80","5,149.80","2,475.85",721.02,"8,500.00","8,500.00","187,432.96","171,302.32"
resFinIns,a) Rezident maliyyə institutları,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"19,157.10","17,000.00","10,001.10","10,001.10","32,101.10","32,101.10","36,550.00","25,500.00","20,000.50","20,000.50","8,500.00","8,500.00",0.00,0.00,0.00,0.00,0.00,0.00,"44,997.51","43,828.80","5,149.80","5,149.80","2,475.85",721.02,"8,500.00","8,500.00","187,432.96","171,302.32"
non-ResFinIns,b) Qeyri-rezident maliyyə institutları,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
loanPurchFromBank,7. Banklardan alınmış kreditlər (7 gündən artıq müddətli,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,olanlar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resBank,a) Rezident banklar,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
non-resBank,b) Qeyri-rezident banklar,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
loanPurchFromIntOrg,"8. Beynəlxalq təşkilatlar daxil olmaqla, digər maliyyə",0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,187.00,187.00,0.00,0.00,0.00,0.00,"223,213.32",0.00,"223,400.32",187.00
,institutlarından alınmış kreditlər,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
depAndLoanOfCentAdmOrg,9. Mərkəzi  idarəetmə orqanlarının kreditləri və depozitləri,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
municDepandLoan,10. Bələdiyyələrin kreditləri və depozitləri,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
morgLoanForBankNeed,11. Öz ehtiyatları üçün bank tərəfindən alınmış ipoteka,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,kreditləri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12. Ödəmə müddətli imtiyazlı səhmlər daxil olmaqla, bank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subDebtLiaIssByBank,tərəfindən buraxılmış subordinasiyalı borc və sair bu,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,qəbildən olan borc öhdəlikləri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miscLia,13. Digər passivlər,"317,792.44","54,027.12",0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"317,792.44","54,027.12"
capital,14. Kapital,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"508,549.85",,"508,549.85",XXX
totLiabilities,15. Cəmi passivlər (öhdəliklər üstəgəl kapital),"3,266,944.73","824,731.73",0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,"21,699.48","4,995.07","45,910.08","22,002.37","95,968.28","84,595.26","50,252.19","37,386.83","55,999.19","28,406.28","39,336.55","22,989.41","75,743.93","53,922.60","35,620.55","10,019.31","34,549.32","19,978.08","22,346.34","7,909.60","318,867.39","252,330.51","51,817.79","18,491.46","15,180.29","3,967.46","740,263.17","8,500.00","4,870,499.28","1,400,225.97"
,16.  Hər bir dövr üçün maliyyə aktivlərinin (passivlərinin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netAmounOfFinAssForEachPer,"xalis məbləği (sətir 17, cədvəl A13-A çıxılsın sətir 15, cədvəl","-1,711,420.20","-105,862.88","221,250.39",,166.35,"96,647.80",,104.43,"152,866.69","12,885.75","91,033.57","5,313.13","54,579.08","4,544.99","43,011.15","-11,940.49","-11,133.17","-77,650.95","49,705.68","-31,288.05","67,378.89","-1,302.60","44,144.84","-20,461.73","-1,890.71","-46,074.83","30,404.26","11,690.85","23,467.10","-11,213.04","47,323.39","-4,232.93","439,902.13","-196,551.53","327,597.96","92,175.34","241,954.88","218,289.77","-206,823.73","103,676.14",0.00,"-57,732.28"
,A13-B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
