Maliyyə vəziyyəti haqqında hesabat,,,
,,,min manatla
,finSitStatem,Hesabat dövrü,"Keçən ilin müvafiq
dövrü"
,,31.12.2021,31.12.2020
1 Aktivlər: 6 709 523 5 227 472,,,
"1,1 Nağd pul vəsaitləri və ekvivalentləri, o cümlədən bloklaşdırılmış nağd vəsait 2 505 811 1 872 445",,,
