Maliyyə vəziyyəti haqqında hesabat,,,
,,,min manatla
,finSitStatem,Hesabat dövrü,"Keçən ilin müvafiq
dövrü"
,,30.9.2021,30.9.2020
1 Aktivlər: 5 916 038 5 040 567,,,
"1,1 Nağd pul vəsaitləri və ekvivalentləri, o cümlədən bloklaşdırılmış nağd vəsait 1 774 132 1 376 829",,,
