"1,80 Ödənilmiş ümumi və inzibati xərclər -75 594 -65 029"
"1,90 Ümidsiz borclardan daxilolmalar 0 0"
"1,10 Alınmış digər əməliyyat gəlirləri 1 758 1 877"
"1,11 Ödənilmiş digər əməliyyat xərcləri 0 0"
"Əməliyyat aktivlərində və öhdəliklərində dəyişikliklərdən əvvəl bank fəaliyyəti üzrə
2,00 267 524 209 825
pul vəsaitlərinin hərəkəti"
"2,10 Əməliyyat aktivlərindən xalis artım/azalma -587 669 -441 722"
2.1.1 Banklara verilmiş kreditlərdə və depozitlərdə xalis artım (azalma) -243 247 -31 323
