Bank,Period,Indicator table,Element,Sub-element,AZN,FS Line,Item,Currency,Amount vs Share,Total,31-60 days,61-90 days,91+ days,31-60 days_share%inLP,61-90 days_share%inLP,91+ days_share%inLP
bank_of_baku,2022_Q2,Balance Sheet,3,EQUITY,103876.57958,,,,,,,,,,,
bank_of_baku,2022_Q2,Balance Sheet,3.1,EQUITY,52870,,,,,,,,,,,
bank_of_baku,2022_Q2,Balance Sheet,3.2,EQUITY,0,,,,,,,,,,,
bank_of_baku,2022_Q2,Balance Sheet,3.3,EQUITY,42706.70616,,,,,,,,,,,
bank_of_baku,2022_Q2,Balance Sheet,3.4,EQUITY,8299.87342,,,,,,,,,,,
bank_of_baku,2022_Q2,Balance Sheet,3.4.2,EQUITY,4276.71748,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,1,ASSETS,654125.2877900001,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,1.1,ASSETS,55809.26544,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,1.10,ASSETS,19958.7717175,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,1.2,ASSETS,24366.02392,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,1.3,ASSETS,328884.2001599999,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,1.4,ASSETS,43008.1,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,1.5,ASSETS,531929.56961,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,1.5.1,ASSETS,358325.3886199999,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,1.5.2,ASSETS,150534.32166,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,1.5.3,ASSETS,23036.46937,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,1.5.4,ASSETS,4127.33307,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,1.5.5,ASSETS,66803.516755,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,1.6,ASSETS,11404.2613,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,1.7,ASSETS,472.40874,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,1.8,ASSETS,0,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,2,LIABILITY,537674.7932199999,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,2.1,LIABILITY,34000,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,2.1.1,LIABILITY,296911.0595799999,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,2.1.2,LIABILITY,31973.14058,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,2.2,LIABILITY,63981.87142,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,2.3,LIABILITY,105012.80025,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,2.4,LIABILITY,0,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,2.5,LIABILITY,9466.03627,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,2.6,LIABILITY,842.93407,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,2.7,LIABILITY,16724.99999,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,2.8,LIABILITY,654125.2877899999,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,3,EQUITY,116450.49457,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,3.1,EQUITY,52870,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,3.2,EQUITY,0,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,3.3,EQUITY,55050.04899,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,3.4,EQUITY,8530.44558,,,,,,,,,,,
bank_of_baku,2022_Q3,Balance Sheet,3.4.2,EQUITY,4207.15155,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,1,ASSETS,701231.5615099999,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,1.1,ASSETS,48853.99336,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,1.10,ASSETS,25985.806115,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,1.2,ASSETS,22767.03392,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,1.3,ASSETS,365532.6635500001,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,1.4,ASSETS,43008.1,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,1.5,ASSETS,577534.37497,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,1.5.1,ASSETS,398103.3782949999,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,1.5.2,ASSETS,154675.3981650001,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,1.5.3,ASSETS,24725.35094,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,1.5.4,ASSETS,4446.76827,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,1.5.5,ASSETS,62998.5667875,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,1.6,ASSETS,11549.62002,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,1.7,ASSETS,597.98321,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,1.8,ASSETS,0,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,2,LIABILITY,578370.76929,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,2.1,LIABILITY,34000,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,2.1.1,LIABILITY,330019.07401,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,2.1.2,LIABILITY,35513.58954,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,2.2,LIABILITY,42654.58094,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,2.3,LIABILITY,123669.2958,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,2.4,LIABILITY,0,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,2.5,LIABILITY,12324.56653,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,2.6,LIABILITY,842.93407,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,2.7,LIABILITY,16724.99999,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,2.8,LIABILITY,701231.5615099998,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,3,EQUITY,122860.7922199999,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,3.1,EQUITY,52870,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,3.2,EQUITY,0,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,3.3,EQUITY,61210.4773699999,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,3.4,EQUITY,8780.31485,,,,,,,,,,,
bank_of_baku,2022_Q4,Balance Sheet,3.4.2,EQUITY,4137.58562,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,1,ASSETS,736129.8243700002,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,1.1,ASSETS,83432.03344,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,1.10,ASSETS,17863.3696075,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,1.2,ASSETS,31166.35392,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,1.3,ASSETS,391277.80198,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,1.4,ASSETS,284.2,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,1.5,ASSETS,583589.24106,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,1.5.1,ASSETS,403859.57674,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,1.5.2,ASSETS,153166.6321400001,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,1.5.3,ASSETS,26536.13292,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,1.5.4,ASSETS,4549.32663,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,1.5.5,ASSETS,61053.6400375,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,1.6,ASSETS,11319.76271,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,1.7,ASSETS,590.54651,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,1.8,ASSETS,0,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,2,LIABILITY,603627.8639700001,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,2.1,LIABILITY,69000,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,2.1.1,LIABILITY,365135.79157,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,2.1.2,LIABILITY,26142.01041,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,2.2,LIABILITY,42654.58094,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,2.3,LIABILITY,131481.75627,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,2.4,LIABILITY,0,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,2.5,LIABILITY,4142.46609,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,2.6,LIABILITY,842.93407,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,2.7,LIABILITY,16724.99999,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,2.8,LIABILITY,736129.82437,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,3,EQUITY,132501.9604,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,3.1,EQUITY,52870,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,3.2,EQUITY,0,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,3.3,EQUITY,70817.14083,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,3.4,EQUITY,8814.81957,,,,,,,,,,,
bank_of_baku,2023_Q1,Balance Sheet,3.4.2,EQUITY,4069.53198,,,,,,,,,,,
bank_of_baku,2023_Q2,Balance Sheet,1,ASSETS,664032.65497,,,,,,,,,,,
bank_of_baku,2023_Q2,Balance Sheet,1.5.1,ASSETS,52870,,,,,,,,,,,
bank_of_baku,2023_Q2,Balance Sheet,1.5.2,ASSETS,4920.17953,,,,,,,,,,,
bank_of_baku,2023_Q2,Balance Sheet,1.5.6,ASSETS,61794.1535425,,,,,,,,,,,
bank_of_baku,2023_Q2,Balance Sheet,2,LIABILITY,136240.09083,,,,,,,,,,,
bank_of_baku,2023_Q2,Balance Sheet,2.1,LIABILITY,440311.52749,,,,,,,,,,,
bank_of_baku,2023_Q2,Balance Sheet,2.5,LIABILITY,90248.9251,,,,,,,,,,,
bank_of_baku,2023_Q2,Balance Sheet,2.7,LIABILITY,425523.09695,,,,,,,,,,,
bank_of_baku,2023_Q2,Balance Sheet,2.8,LIABILITY,68391.17059,,,,,,,,,,,
bank_of_baku,2023_Q2,Balance Sheet,3,EQUITY,794410.6882700002,,,,,,,,,,,
bank_of_baku,2023_Q2,Balance Sheet,3.1,EQUITY,794410.68827,,,,,,,,,,,
bank_of_baku,2023_Q2,Balance Sheet,3.3,EQUITY,617854.0735200001,,,,,,,,,,,
bank_of_baku,2023_Q2,Balance Sheet,3.4,EQUITY,30048.93897,,,,,,,,,,,
bank_of_baku,2023_Q2,Balance Sheet,3.4.3,EQUITY,0,,,,,,,,,,,
bank_of_baku,2023_Q3,Balance Sheet,1,ASSETS,678710.9252300001,,,,,,,,,,,
bank_of_baku,2023_Q3,Balance Sheet,1.5.1,ASSETS,52870,,,,,,,,,,,
bank_of_baku,2023_Q3,Balance Sheet,1.5.2,ASSETS,5087.09348,,,,,,,,,,,
bank_of_baku,2023_Q3,Balance Sheet,1.5.6,ASSETS,62928.05881,,,,,,,,,,,
bank_of_baku,2023_Q3,Balance Sheet,2,LIABILITY,137698.09582,,,,,,,,,,,
bank_of_baku,2023_Q3,Balance Sheet,2.1,LIABILITY,451780.67861,,,,,,,,,,,
bank_of_baku,2023_Q3,Balance Sheet,2.5,LIABILITY,49599.27721,,,,,,,,,,,
bank_of_baku,2023_Q3,Balance Sheet,2.7,LIABILITY,452386.54909,,,,,,,,,,,
bank_of_baku,2023_Q3,Balance Sheet,2.8,LIABILITY,75734.1383900001,,,,,,,,,,,
bank_of_baku,2023_Q3,Balance Sheet,3,EQUITY,816529.2743500001,,,,,,,,,,,
bank_of_baku,2023_Q3,Balance Sheet,3.1,EQUITY,816529.2743500002,,,,,,,,,,,
bank_of_baku,2023_Q3,Balance Sheet,3.3,EQUITY,643085.23779,,,,,,,,,,,
bank_of_baku,2023_Q3,Balance Sheet,3.4,EQUITY,32938.61591,,,,,,,,,,,
bank_of_baku,2023_Q3,Balance Sheet,3.4.3,EQUITY,0,,,,,,,,,,,
bank_of_baku,2023_Q4,Balance Sheet,1,ASSETS,731918.2442199999,,,,,,,,,,,
bank_of_baku,2023_Q4,Balance Sheet,1.5.1,ASSETS,52870,,,,,,,,,,,
bank_of_baku,2023_Q4,Balance Sheet,1.5.2,ASSETS,5098.65778,,,,,,,,,,,
bank_of_baku,2023_Q4,Balance Sheet,1.5.6,ASSETS,59513.8166375,,,,,,,,,,,
bank_of_baku,2023_Q4,Balance Sheet,2,LIABILITY,140477.69187,,,,,,,,,,,
bank_of_baku,2023_Q4,Balance Sheet,2.1,LIABILITY,515767.8535399999,,,,,,,,,,,
bank_of_baku,2023_Q4,Balance Sheet,2.5,LIABILITY,53192.27586,,,,,,,,,,,
bank_of_baku,2023_Q4,Balance Sheet,2.7,LIABILITY,476055.36509,,,,,,,,,,,
bank_of_baku,2023_Q4,Balance Sheet,2.8,LIABILITY,76945.11569,,,,,,,,,,,
bank_of_baku,2023_Q4,Balance Sheet,3,EQUITY,870889.5691000001,,,,,,,,,,,
bank_of_baku,2023_Q4,Balance Sheet,3.1,EQUITY,870889.5690999998,,,,,,,,,,,
bank_of_baku,2023_Q4,Balance Sheet,3.3,EQUITY,659043.31908,,,,,,,,,,,
bank_of_baku,2023_Q4,Balance Sheet,3.4,EQUITY,34896.33551,,,,,,,,,,,
bank_of_baku,2023_Q4,Balance Sheet,3.4.3,EQUITY,0,,,,,,,,,,,
bank_of_baku,2024_Q1,Balance Sheet,1,ASSETS,780033.53671,,,,,,,,,,,
bank_of_baku,2024_Q1,Balance Sheet,1.5.1,ASSETS,52870,,,,,,,,,,,
bank_of_baku,2024_Q1,Balance Sheet,1.5.2,ASSETS,5149.37935,,,,,,,,,,,
bank_of_baku,2024_Q1,Balance Sheet,1.5.6,ASSETS,59404.009805,,,,,,,,,,,
bank_of_baku,2024_Q1,Balance Sheet,2,LIABILITY,129621.98,,,,,,,,,,,
bank_of_baku,2024_Q1,Balance Sheet,2.1,LIABILITY,569557.96164,,,,,,,,,,,
bank_of_baku,2024_Q1,Balance Sheet,2.5,LIABILITY,65707.90785,,,,,,,,,,,
bank_of_baku,2024_Q1,Balance Sheet,2.7,LIABILITY,487565.27504,,,,,,,,,,,
bank_of_baku,2024_Q1,Balance Sheet,2.8,LIABILITY,80449.22801,,,,,,,,,,,
bank_of_baku,2024_Q1,Balance Sheet,3,EQUITY,922559.69548,,,,,,,,,,,
bank_of_baku,2024_Q1,Balance Sheet,3.1,EQUITY,922559.69548,,,,,,,,,,,
bank_of_baku,2024_Q1,Balance Sheet,3.3,EQUITY,669359.78759,,,,,,,,,,,
bank_of_baku,2024_Q1,Balance Sheet,3.4,EQUITY,38896.54376,,,,,,,,,,,
bank_of_baku,2024_Q1,Balance Sheet,3.4.3,EQUITY,0,,,,,,,,,,,
bank_of_baku,2024_Q2,Balance Sheet,1,ASSETS,811089.3758799999,,,,,,,,,,,
bank_of_baku,2024_Q2,Balance Sheet,1.5.1,ASSETS,52870,,,,,,,,,,,
bank_of_baku,2024_Q2,Balance Sheet,1.5.2,ASSETS,5645.86,,,,,,,,,,,
bank_of_baku,2024_Q2,Balance Sheet,1.5.6,ASSETS,59538.5075425,,,,,,,,,,,
bank_of_baku,2024_Q2,Balance Sheet,2,LIABILITY,144031.4,,,,,,,,,,,
bank_of_baku,2024_Q2,Balance Sheet,2.1,LIABILITY,580331.88,,,,,,,,,,,
bank_of_baku,2024_Q2,Balance Sheet,2.5,LIABILITY,89886.83,,,,,,,,,,,
bank_of_baku,2024_Q2,Balance Sheet,2.7,LIABILITY,527480.38041,,,,,,,,,,,
bank_of_baku,2024_Q2,Balance Sheet,2.8,LIABILITY,77427.9545299999,,,,,,,,,,,
bank_of_baku,2024_Q2,Balance Sheet,3,EQUITY,951090.7394199999,,,,,,,,,,,
bank_of_baku,2024_Q2,Balance Sheet,3.1,EQUITY,951090.7394099998,,,,,,,,,,,
bank_of_baku,2024_Q2,Balance Sheet,3.3,EQUITY,712667.61041,,,,,,,,,,,
bank_of_baku,2024_Q2,Balance Sheet,3.4,EQUITY,42871.08,,,,,,,,,,,
bank_of_baku,2024_Q2,Balance Sheet,3.4.3,EQUITY,0,,,,,,,,,,,
bank_of_baku,2024_Q3,Balance Sheet,1,ASSETS,769812.3572275002,,,,,,,,,,,
bank_of_baku,2024_Q3,Balance Sheet,1.5.1,ASSETS,52870,,,,,,,,,,,
bank_of_baku,2024_Q3,Balance Sheet,1.5.2,ASSETS,6320.9,,,,,,,,,,,
bank_of_baku,2024_Q3,Balance Sheet,1.5.6,ASSETS,59785.5474825,,,,,,,,,,,
bank_of_baku,2024_Q3,Balance Sheet,2,LIABILITY,117087.42,,,,,,,,,,,
bank_of_baku,2024_Q3,Balance Sheet,2.1,LIABILITY,571336.85,,,,,,,,,,,
bank_of_baku,2024_Q3,Balance Sheet,2.5,LIABILITY,72226.37,,,,,,,,,,,
bank_of_baku,2024_Q3,Balance Sheet,2.7,LIABILITY,564983.0195599999,,,,,,,,,,,
bank_of_baku,2024_Q3,Balance Sheet,2.8,LIABILITY,86454.1439399998,,,,,,,,,,,
bank_of_baku,2024_Q3,Balance Sheet,3,EQUITY,919514.9547975,,,,,,,,,,,
bank_of_baku,2024_Q3,Balance Sheet,3.1,EQUITY,919514.9547975,,,,,,,,,,,
bank_of_baku,2024_Q3,Balance Sheet,3.3,EQUITY,750604.1268900001,,,,,,,,,,,
bank_of_baku,2024_Q3,Balance Sheet,3.4,EQUITY,46576.32568,,,,,,,,,,,
bank_of_baku,2024_Q3,Balance Sheet,3.4.3,EQUITY,0,,,,,,,,,,,
bank_of_baku,2024_Q4,Balance Sheet,1,ASSETS,778578.5994825001,,,,,,,,,,,
bank_of_baku,2024_Q4,Balance Sheet,1.5.1,ASSETS,52870,,,,,,,,,,,
bank_of_baku,2024_Q4,Balance Sheet,1.5.2,ASSETS,6417.15,,,,,,,,,,,
bank_of_baku,2024_Q4,Balance Sheet,1.5.6,ASSETS,55172.9919225,,,,,,,,,,,
bank_of_baku,2024_Q4,Balance Sheet,2,LIABILITY,124425.58,,,,,,,,,,,
bank_of_baku,2024_Q4,Balance Sheet,2.1,LIABILITY,592514.97,,,,,,,,,,,
bank_of_baku,2024_Q4,Balance Sheet,2.5,LIABILITY,64709.57,,,,,,,,,,,
bank_of_baku,2024_Q4,Balance Sheet,2.7,LIABILITY,579277.54,,,,,,,,,,,
bank_of_baku,2024_Q4,Balance Sheet,2.8,LIABILITY,92625.7453999999,,,,,,,,,,,
bank_of_baku,2024_Q4,Balance Sheet,3,EQUITY,934273.0522925,,,,,,,,,,,
bank_of_baku,2024_Q4,Balance Sheet,3.1,EQUITY,934273.0522925,,,,,,,,,,,
bank_of_baku,2024_Q4,Balance Sheet,3.3,EQUITY,760424.1899999999,,,,,,,,,,,
bank_of_baku,2024_Q4,Balance Sheet,3.4,EQUITY,48424.76,,,,,,,,,,,
bank_of_baku,2024_Q4,Balance Sheet,3.4.3,EQUITY,0,,,,,,,,,,,
bank_of_baku,2025_Q1,Balance Sheet,1,ASSETS,842025.49287,,,,,,,,,,,
bank_of_baku,2025_Q1,Balance Sheet,1.5.1,ASSETS,52870,,,,,,,,,,,
bank_of_baku,2025_Q1,Balance Sheet,1.5.2,ASSETS,6612.90717,,,,,,,,,,,
bank_of_baku,2025_Q1,Balance Sheet,1.5.6,ASSETS,56846.53682,,,,,,,,,,,
bank_of_baku,2025_Q1,Balance Sheet,2,LIABILITY,152322.6121,,,,,,,,,,,
bank_of_baku,2025_Q1,Balance Sheet,2.1,LIABILITY,618467.26009,,,,,,,,,,,
bank_of_baku,2025_Q1,Balance Sheet,2.5,LIABILITY,78375.17772,,,,,,,,,,,
bank_of_baku,2025_Q1,Balance Sheet,2.7,LIABILITY,588977.31897,,,,,,,,,,,
bank_of_baku,2025_Q1,Balance Sheet,2.8,LIABILITY,99769.0992999999,,,,,,,,,,,
bank_of_baku,2025_Q1,Balance Sheet,3,EQUITY,1005059.05577,,,,,,,,,,,
bank_of_baku,2025_Q1,Balance Sheet,3.1,EQUITY,1005059.0557699999,,,,,,,,,,,
bank_of_baku,2025_Q1,Balance Sheet,3.3,EQUITY,777043.67135,,,,,,,,,,,
bank_of_baku,2025_Q1,Balance Sheet,3.4,EQUITY,50474.22103,,,,,,,,,,,
bank_of_baku,2025_Q1,Balance Sheet,3.4.3,EQUITY,0,,,,,,,,,,,
bank_of_baku,2025_Q2,Balance Sheet,1,ASSETS,886572.8386900001,,,,,,,,,,,
bank_of_baku,2025_Q2,Balance Sheet,1.5.1,ASSETS,52870,,,,,,,,,,,
bank_of_baku,2025_Q2,Balance Sheet,1.5.2,ASSETS,6990.75762,,,,,,,,,,,
bank_of_baku,2025_Q2,Balance Sheet,1.5.6,ASSETS,60099.408485,,,,,,,,,,,
bank_of_baku,2025_Q2,Balance Sheet,2,LIABILITY,157146.41439,,,,,,,,,,,
bank_of_baku,2025_Q2,Balance Sheet,2.1,LIABILITY,661375.26578,,,,,,,,,,,
bank_of_baku,2025_Q2,Balance Sheet,2.5,LIABILITY,82322.8401,,,,,,,,,,,
bank_of_baku,2025_Q2,Balance Sheet,2.7,LIABILITY,623910.2557800001,,,,,,,,,,,
bank_of_baku,2025_Q2,Balance Sheet,2.8,LIABILITY,94760.9062099999,,,,,,,,,,,
bank_of_baku,2025_Q2,Balance Sheet,3,EQUITY,1044950.8570999999,,,,,,,,,,,
bank_of_baku,2025_Q2,Balance Sheet,3.1,EQUITY,1044950.8571,,,,,,,,,,,
bank_of_baku,2025_Q2,Balance Sheet,3.3,EQUITY,817018.92578,,,,,,,,,,,
bank_of_baku,2025_Q2,Balance Sheet,3.4,EQUITY,53370.97,,,,,,,,,,,
bank_of_baku,2025_Q2,Balance Sheet,3.4.3,EQUITY,0,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,1,ASSETS,1344750.3999999999,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,1.1,ASSETS,370558.22,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,1.10,ASSETS,33098.62,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,1.2,ASSETS,64636.07,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,1.3,ASSETS,1007923.96,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,1.4,ASSETS,20933.26,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,1.5,ASSETS,477170.83,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,1.5.1,ASSETS,79855.14,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,1.5.2,ASSETS,348339.53,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,1.5.3,ASSETS,48297.22,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,1.5.4,ASSETS,6040.42,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,1.5.5,ASSETS,0,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,1.6,ASSETS,43230.37,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,1.7,ASSETS,442.38,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,1.8,ASSETS,6921.76,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,2,LIABILITY,1263517.4099999999,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,2.1,LIABILITY,344335.23,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,2.1.1,LIABILITY,298224.29,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,2.1.2,LIABILITY,709699.67,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,2.2,LIABILITY,13373.16,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,2.3,LIABILITY,202225.74,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,2.4,LIABILITY,0,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,2.5,LIABILITY,0,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,2.6,LIABILITY,1236.81,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,2.7,LIABILITY,19210,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,2.8,LIABILITY,1344750.3999999999,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,3,EQUITY,81233,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,3.1,EQUITY,73461.09,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,3.2,EQUITY,0,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,3.3,EQUITY,-6101.14,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,3.4,EQUITY,13873.05,,,,,,,,,,,
bank_respublika,2020_Q1,Balance Sheet,3.4.2,EQUITY,7832.62,,,,,,,,,,,
bank_respublika,2020_Q2,Balance Sheet,1,ASSETS,954229.66761,,,,,,,,,,,
bank_respublika,2020_Q2,Balance Sheet,1.5.1,ASSETS,73461.0891,,,,,,,,,,,
bank_respublika,2020_Q2,Balance Sheet,1.5.2,ASSETS,7832.6215,,,,,,,,,,,
bank_respublika,2020_Q2,Balance Sheet,1.5.6,ASSETS,0,,,,,,,,,,,
bank_respublika,2020_Q2,Balance Sheet,2,LIABILITY,192095.34868,,,,,,,,,,,
bank_respublika,2020_Q2,Balance Sheet,2.1,LIABILITY,678458.35008,,,,,,,,,,,
bank_respublika,2020_Q2,Balance Sheet,2.5,LIABILITY,304096.00594,,,,,,,,,,,
bank_respublika,2020_Q2,Balance Sheet,2.7,LIABILITY,69905.80117084,,,,,,,,,,,
bank_respublika,2020_Q2,Balance Sheet,2.8,LIABILITY,-6639.56271,,,,,,,,,,,
bank_respublika,2020_Q2,Balance Sheet,3,EQUITY,1035567.0893490001,,,,,,,,,,,
bank_respublika,2020_Q2,Balance Sheet,3.1,EQUITY,1035567.089349,,,,,,,,,,,
bank_respublika,2020_Q2,Balance Sheet,3.3,EQUITY,451723.51012,,,,,,,,,,,
bank_respublika,2020_Q2,Balance Sheet,3.4,EQUITY,47803.1683299999,,,,,,,,,,,
bank_respublika,2020_Q2,Balance Sheet,3.4.3,EQUITY,4784.12019,,,,,,,,,,,
bank_respublika,2020_Q3,Balance Sheet,1,ASSETS,987663.1328700001,,,,,,,,,,,
bank_respublika,2020_Q3,Balance Sheet,1.5.1,ASSETS,73461.0891,,,,,,,,,,,
bank_respublika,2020_Q3,Balance Sheet,1.5.2,ASSETS,7832.6215,,,,,,,,,,,
