"3.00 Mənfəət vergisindən əvvəl bank fəaliyyəti üzrə pul vəsaitlərinin hərəkəti -56,210 -214,803"
"3.10 Ödənilmiş mənfəət vergisi -3,000 -16,300"
"4.00 Əməliyyat fəaliyyəti ilə əlaqədar generasiya/istifadə edilən xalis pul vəsaitləri -59,210 -231,103
5.00 İnvestisiya fəaliyyəti ilə əlaqədar pul vəsaitlərinin hərəkəti"
"5.10 Əmlak və avadanlıqların alınması və avans ödənişləri 2,601 -824"
5.20 Əmlak və avadanlıqların satılmasından daxilolmalar 1 0
"5.30 Qeyri-maddi aktivlərin alınması -3,128 -2,805"
