"Kreditlərin, həmçinin vaxtı keçmiş kreditlərin portfeldə payı və onun iqtisadi sektorlar üzrə göstəriciləri",Unnamed: 1,Unnamed: 2,Unnamed: 3
Kreditlərin iqtisadi sektorlar üzrə bölgüsü,Cəmi   (min manatla),Vaxtı keçmiş kreditlər (min manatla)*,Vaxtı keçmiş kreditlərin portfeldə payı (faizlə)
"Cəmi kredit portfeli, o cümlədən",3916565.01,56182.580000000016,0.014344860829975097
1.Sənaye ,331221.75,159.92000000000002,0.00048281853471277177
1.1.1 Mədən çıxarma sənayesi,35742.44,0,0
"1.1.2 Emal sənayesi, cəmi",162970.56,159.92000000000002,0.0009812815271666247
1.1.3 Elektrik enerjisi və Qazın istehsalı ,128747.58,0,0
1.1.4 Sənayenin digər sahələri,3761.17,0,0
2. Kənd təsərrüfatı,51702.01,2930.9800000000005,0.056689865635784764
3. Tikinti sahəsi,54663.61,2293.34,0.041953687288490464
"4. Nəqliyyat, cəmi",16859.96,0,0
5. İnformasiya və Rabitə,101314.73,0,0
"6. Ticarət müəssisələrinə kredit, cəmi",390225.38000000006,4227.150000000001,0.010832586030155189
7. Digər qeyri-istehsal və xidmət sahələri ,283201.13999999996,1644.2699999999998,0.00580601476392362
8.  Mərkəzi idarəetmə orqanları və bələdiyyələr,0,0,0
   9. İctimai Təşkilatlara,0,0,0
"   10. Şəxsi, ailəvi və sair məqsədlər üçün fiziki şəxslərə kreditlər, cəmi",2687376.4299999997,44926.92000000001,0.016717762163300665
a) Yaşayış sahəsinin alınmasına,539004.3799999999,2413.29,0.004477310555435561
"a1) o cümlədən, daşınmaz əmlakla təmin olunmuş ",539004.3799999999,2413.29,0.004477310555435561
b) Yaşayış sahəsinin tikintisi və təmirinə,0,0,0
"b1) o cümlədən, daşınmaz əmlakla təmin olunmuş ",0,0,0
c) Avtomobil alınmasına,0,0,0
d) Məişət avadanlıqlarının alınmasına,0,0,0
e) Kredit kartları,510830.67999999993,6747.009999999998,0.01320791852204335
f) Digər,1637541.37,35766.62000000001,0.02184165887668536
    11. Digər Kreditlər,0,0,0
"*əsas məbləğ, yaxud ona hesablanan faizlər və ya hər hansı birinin ödənilməyən hissəsi üzrə ödənişləri müqavilədə və ya ödəniş qrafikində göstərilən tarixdən 30 (otuz) təqvim günündən artıq gecikdirilmiş kreditin qalıq məbləği",,,
