Likvidlik riski,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,min manatla
,Ödəniş müddətinin bitməsinə qalan günlər,Ani,1 - 7 gün,8-90 gün,3-6 ay,6 ay- 9 ay,9 ay-1 il,1-2 il,2-5 il,5 ildən çox,Ümumi
1,Aktivlər,1488870.5499999998,455506.4,397709.63,285130.93,215752.31,197083.24,834634.4300000007,708375.39,658608.41,5241671.29
1.1,Nağd pul və ekvivalentləri,1351604.96,0,0,0,0,0,0,0,25224.04,1376829
1.2,Qiymətli kağızlar,0,67926.89,126298.03,42571.85,28375.12,34526.71,64667.3,167222.62,103967.35,635555.87
1.3,Müştərilərə verilmiş kreditlər (xalis),34228.88,2799.55,144815.14,197256.17,147796.81,147135.23,741467.1300000007,541152.77,253676.92,2210328.6000000006
1.4,Kredit təşkilarına və digər maliyyə institutlarına verilmiş kreditlər (xalis),0,0,25,1200,200,0,8500,0,0,9925
1.5,Qısamüddətli maliyyə alətləri,0,323000,0,0,0,0,0,0,0,323000
1.6,Törəmə maliyyə alətləri,0,0,0,0,0,0,0,0,0,0
1.7,Bankın depozitləri,5441.15,61779.96,124295.23,37000,20000,11210.62,20000,0,0,279726.95999999996
1.8,"“Nostro"" hesabları ",97595.56000000003,,2276.23,7102.91,19380.38,4210.68,,,,130565.76000000004
1.9,Digər maliyyə aktivlər,0,0,0,0,0,0,0,0,275740.1,275740.1
2,Öhdəliklər,3382721.39,2952.4100000000003,54320.74,191587.03999999998,305275.06,109393.53,116496.89,51941.17,813916.22,5028604.45
2.1,ARMB və dövlət təşkilatlarının banka qarşı tələbləri,0,0,0,0,0,0,0,2159.87,0,2159.87
2.2,Kredit təşkilatları və digər maliyyə institutlarından cəlb edilmiş vəsaitlər,0,0,0,61259,65051,0,45185,7625,231713,410833
2.3,Müştərilərin depozitləri:,3073825.29,2952.4100000000003,54320.74,130328.04,240224.06,109393.53,71311.89,42156.3,0,3724512.2600000002
2.3.1,tələbli depozitlər,3073825.29,0,0,0,0,0,0,0,0,3073825.29
2.3.2,müddətli depozitlər,0,2952.4100000000003,54320.74,130328.04,240224.06,109393.53,71311.89,42156.3,0,650686.9700000001
2.4,Subordinasiya öhdəlikləri,0,0,0,0,0,0,0,0,0,0
2.5,Borc qiymətli kağızları,0,0,0,0,0,0,0,0,0,0
2.6," “Loro"" hesabları",3561.4900000000007,,,,,,,,,
2.7,Digər maliyyə öhdəliklər,305334.61,0,0,0,0,0,0,0,0,305334.61
2.8,Kapital,,,,,,,,,582203.22,
3,"Likvidlik ""qəpi""",-1893850.8400000003,452553.99000000005,343388.89,93543.89000000001,-89522.75,87689.70999999999,718137.5400000007,656434.22,-155307.80999999994,213066.84000000043
