Maliyyə vəziyyəti haqqında hesabat,,,
,,,min manatla
,finSitStatem,Hesabat dövrü,"Keçən ilin müvafiq
dövrü"
,,30.06.2021,30.06.2020
1 Aktivlər: 5 713 775 4 870 499,,,
"1,1 Nağd pul vəsaitləri və ekvivalentləri, o cümlədən bloklaşdırılmış nağd vəsait 1 877 850 1 482 831",,,
