İri kredit tələblərinin məbləği və məcmu kapitala nisbəti,Unnamed: 0,Unnamed: 1
No,İri kredit tələblərinin məbləği*,"İri kredit tələbinin bankın məcmukapitalına nisbəti (%-lə)"
1,"61,655.78",6.75%
