İri kredit tələblərinin məbləği və məcmu kapitala nisbəti,,
№,İri kredit tələblərinin məbləği*,"İri kredit tələbinin
bankın məcmu
kapitalına nisbəti (%-
lə)"
1,"67,501.61",6.91%
