Maliyyə vəziyyəti haqqında hesabat,,,
,,,min manatla
,finSitStatem,Hesabat dövrü,Ötən ilin sonu
,,31.03.2021,31.03.2020
1 Aktivlər: 5 587 991 4 412 658,,,
"1,1 Nağd pul vəsaitləri və ekvivalentləri, o cümlədən bloklaşdırılmış nağd vəsait 2 006 369 982 937",,,
