Likvidlik riski,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,min manatla
,Ödəniş müddətinin bitməsinə qalan günlər,Ani,1 - 7 gün,8-90 gün,3-6 ay,6 ay- 9 ay,9 ay-1 il,1-2 il,2-5 il,5 ildən çox,Ümumi
1,Aktivlər,1998868.3900000001,196860.66999999998,320271,358879,263243,249202,1113772.6899999992,448460.05,638434.4875,5587991.287499999
1.1,Nağd pul və ekvivalentləri,1851985.8900000001,0,0,0,0,0,0,0,30188.870000000003,1882174.7600000002
1.2,Qiymətli kağızlar,0,47215.119999999995,123773,70337,77310,29346,335900.49999999994,262816,47483.5,994181.1199999999
1.3,Müştərilərə verilmiş kreditlər (xalis),29420.739999999998,2799.55,154948,174079,171833,188756,746733.1899999994,185644.05,269138.06999999995,1923351.5999999996
1.4,Kredit təşkilarına və digər maliyyə institutlarına verilmiş kreditlər (xalis),0,0,0,0,500,2600,8500,0,0,11600
1.5,Qısamüddətli maliyyə alətləri,0,0,0,0,0,0,0,0,0,0
1.6,Törəmə maliyyə alətləri,0,0,0,0,0,0,0,0,0,0
1.7,Bankın depozitləri,23960.07,146846,41550,106410,13600,28500,0,0,0,360866.07
1.8,"“Nostro"" hesabları ",93501.69,,0,8053,0,0,22639,0,,124193.69
1.9,16. (çıx) Aktivlər üzrə mümkün zərərlərin ödənilməsi üçün məqsədli ehtiyatlar,,,,,,,,,-17282.9825,
1.9.1,Digər maliyyə aktivlər,0,0,0,0,0,0,0,0,308907.03,308907.03
2,Öhdəliklər,3780071.3100000005,4884.809999999999,252330,132640,101523.33,203731,71333.76,52656.2,988820.69,5587991.1
2.1,ARMB və dövlət təşkilatlarının banka qarşı tələbləri,0,0,0,0,0,0,0,2159.87,0,2159.87
2.2,Kredit təşkilatları və digər maliyyə institutlarından cəlb edilmiş vəsaitlər,0,0,18344,20094,13863.33,30436,1886.76,4019.33,242320,330963.42
2.3,Müştərilərin depozitləri:,3337457.5300000003,4884.809999999999,233986,112546,87660,173295,69447,46477,0,4065753.3400000003
2.3.1,tələbli depozitlər,3337457.5300000003,0,0,0,0,0,0,0,0,3337457.5300000003
2.3.2,müddətli depozitlər,0,4884.809999999999,233986,112546,87660,173295,69447,46477,0,728295.81
2.4,Subordinasiya öhdəlikləri,0,0,0,0,0,0,0,0,59500,59500
2.5,Borc qiymətli kağızları,0,0,0,0,0,0,0,0,0,0
2.6," “Loro"" hesabları",18392.349999999995,,,,,,,,,
2.7,Digər maliyyə öhdəliklər,424221.43,0,0,0,0,0,0,0,8500,432721.43
2.8,Kapital,,,,,,,,,678500.69,
3,"Likvidlik ""qəpi""",-1781202.9200000004,191975.86,67941,226239,161719.66999999998,45471,1042438.9299999992,395803.85,-350386.2024999999,0.18749999871943146
